po_id,order_date,supplier_id,product_id,warehouse_id,ordered_qty,received_qty,unit_cost,freight_cost,promised_date,actual_delivery_date,defect_qty
PO020476,2025-08-19,S007,P0042,W01,156,153,852.18,4232.72,2025-09-09,2025-09-06,4
PO020477,2024-08-26,S007,P0093,W01,40,39,479.7,761.29,2024-09-16,2024-09-13,0
PO020478,2024-07-12,S006,P0108,W03,44,44,124.58,326.51,2024-07-18,2024-07-27,0
PO020479,2024-01-07,S025,P0055,W01,66,62,530.67,2495.83,2024-02-02,2024-01-30,2
PO020480,2024-06-18,S004,P0035,W01,22,22,454.03,476.26,2024-07-07,2024-07-24,1
PO020481,2025-01-09,S022,P0092,W02,206,203,923.46,9399.61,2025-01-19,2025-01-19,2
PO020482,2025-06-13,S021,P0113,W02,122,119,632.42,2997.28,2025-07-12,2025-07-16,4
PO020483,2024-08-28,S014,P0018,W01,180,169,144.14,1319.49,2024-10-01,2024-10-04,3
PO020484,2024-11-20,S008,P0039,W01,7,7,421.45,51.57,2024-11-29,2024-11-27,0
PO020485,2024-06-11,S007,P0096,W03,45,44,224.34,476.96,2024-07-02,2024-07-04,0
PO020486,2025-08-19,S017,P0016,W03,36,35,473.34,1204.42,2025-09-21,2025-10-08,3
PO020487,2025-01-18,S017,P0117,W04,20,20,31.42,38.76,2025-02-20,2025-03-06,1
PO020488,2024-04-15,S014,P0029,W02,159,155,745.34,4527.52,2024-05-19,2024-05-23,0
PO020489,2025-03-21,S015,P0059,W01,40,40,306.74,764.25,2025-04-07,2025-04-09,0
PO020490,2024-09-02,S021,P0063,W03,198,193,249.12,1465.77,2024-10-01,2024-09-29,0
PO020491,2025-09-24,S019,P0045,W04,165,162,110.28,1049.6,2025-10-01,2025-09-28,1
PO020492,2024-07-14,S019,P0016,W01,66,63,473.34,942.0,2024-07-21,2024-07-28,1
PO020493,2025-09-24,S008,P0004,W01,62,61,553.62,2030.88,2025-10-03,2025-09-30,1
PO020494,2025-05-25,S002,P0046,W01,87,85,641.25,1632.29,2025-06-05,2025-06-02,1
PO020495,2024-04-08,S012,P0033,W01,121,119,891.43,3823.96,2024-05-06,2024-05-05,2
PO020496,2025-07-09,S009,P0109,W03,151,149,881.76,4265.96,2025-08-06,2025-08-06,8
PO020497,2025-06-10,S009,P0080,W02,101,98,255.24,1734.35,2025-07-08,2025-07-14,1
PO020498,2024-11-29,S014,P0012,W01,178,175,620.16,7053.46,2025-01-02,2024-12-30,3
PO020499,2024-04-27,S024,P0091,W01,170,168,740.32,7278.95,2024-05-06,2024-05-03,3
PO020500,2024-12-15,S021,P0074,W01,60,60,305.61,519.6,2025-01-13,2025-01-10,1
PO020501,2025-03-20,S017,P0016,W01,90,88,473.34,1982.77,2025-04-22,2025-04-29,5
PO020502,2024-04-06,S018,P0049,W01,182,176,692.83,7991.49,2024-04-22,2024-04-26,1
PO020503,2024-09-06,S011,P0089,W01,161,157,193.04,1553.89,2024-10-09,2024-10-07,1
PO020504,2025-05-28,S014,P0078,W03,214,203,96.99,618.41,2025-07-01,2025-06-28,3
PO020505,2025-02-08,S011,P0069,W01,25,25,847.96,615.82,2025-03-13,2025-03-10,0
PO020506,2025-12-26,S021,P0059,W01,23,23,306.74,402.88,2026-01-24,2026-01-26,0
PO020507,2024-06-07,S025,P0083,W01,113,112,123.64,768.51,2024-07-03,2024-07-07,2
PO020508,2025-07-22,S011,P0106,W01,53,52,704.12,687.06,2025-08-24,2025-08-27,1
PO020509,2024-11-07,S019,P0021,W02,164,162,168.7,650.35,2024-11-14,2024-11-16,1
PO020510,2024-06-12,S002,P0049,W02,161,155,692.83,3511.83,2024-06-23,2024-06-29,4
PO020511,2025-11-26,S011,P0102,W03,100,99,555.41,2337.84,2025-12-29,2025-12-27,1
PO020512,2025-03-31,S022,P0062,W01,12,12,493.18,108.17,2025-04-10,2025-04-07,0
PO020513,2025-01-26,S018,P0022,W01,80,79,879.46,2842.14,2025-02-11,2025-02-08,1
PO020514,2024-08-03,S014,P0016,W02,66,61,473.34,2040.23,2024-09-06,2024-09-11,1
PO020515,2025-10-06,S006,P0088,W03,90,87,831.84,5078.47,2025-10-12,2025-10-16,2
PO020516,2024-01-23,S021,P0059,W03,186,180,306.74,1835.62,2024-02-21,2024-02-25,2
PO020517,2024-03-25,S025,P0095,W03,163,161,21.13,209.96,2024-04-20,2024-04-18,3
PO020518,2024-05-11,S010,P0014,W04,151,145,399.69,3571.01,2024-06-06,2024-06-05,2
PO020519,2025-04-22,S021,P0073,W02,8,8,496.76,227.05,2025-05-21,2025-05-19,0
PO020520,2024-03-15,S015,P0070,W01,142,140,713.19,6515.71,2024-04-01,2024-03-29,3
PO020521,2025-08-05,S010,P0056,W02,116,113,357.41,2749.0,2025-08-31,2025-08-30,2
PO020522,2024-05-23,S009,P0052,W01,136,132,870.88,6066.8,2024-06-20,2024-06-26,11
PO020523,2025-05-09,S013,P0033,W02,92,90,891.43,4794.7,2025-05-25,2025-05-22,3
PO020524,2025-08-04,S011,P0095,W01,112,111,21.13,37.72,2025-09-06,2025-09-08,0
PO020525,2025-10-04,S016,P0040,W02,77,75,28.36,51.67,2025-10-19,2025-10-20,1
PO020526,2024-08-02,S004,P0051,W02,169,165,109.49,356.08,2024-08-21,2024-09-04,3
PO020527,2024-02-24,S012,P0104,W04,91,88,765.49,2275.42,2024-03-23,2024-03-20,0
PO020528,2025-07-07,S019,P0076,W01,191,187,631.28,3485.17,2025-07-14,2025-07-11,2
PO020529,2024-11-24,S022,P0005,W01,203,198,174.52,2464.72,2024-12-04,2024-12-01,2
PO020530,2025-11-24,S008,P0008,W01,176,173,685.73,3855.84,2025-12-03,2025-11-30,2
PO020531,2024-05-17,S016,P0065,W03,117,113,163.06,405.09,2024-06-01,2024-06-03,2
PO020532,2025-02-23,S008,P0086,W02,108,106,176.87,729.37,2025-03-04,2025-03-07,1
PO020533,2024-03-28,S020,P0057,W01,117,114,789.66,3943.32,2024-04-16,2024-04-18,4
PO020534,2024-12-20,S009,P0115,W01,172,162,277.83,3141.31,2025-01-17,2025-02-02,13
PO020535,2024-01-01,S017,P0103,W03,190,186,196.19,1709.85,2024-02-03,2024-02-13,11
PO020536,2025-07-02,S011,P0054,W03,167,162,43.24,153.6,2025-08-04,2025-08-03,6
PO020537,2025-03-18,S007,P0029,W01,158,154,745.34,4256.08,2025-04-08,2025-04-10,0
PO020538,2024-03-11,S015,P0002,W02,102,97,198.63,1442.81,2024-03-28,2024-03-25,1
PO020539,2024-12-31,S016,P0005,W03,60,58,174.52,770.68,2025-01-15,2025-01-12,0
PO020540,2024-11-09,S018,P0073,W01,76,75,496.76,1812.9,2024-11-25,2024-11-24,0
PO020541,2025-05-07,S020,P0041,W02,219,211,786.37,7894.96,2025-05-26,2025-05-23,4
PO020542,2024-12-30,S017,P0018,W02,93,92,144.14,348.57,2025-02-01,2025-02-11,5
PO020543,2024-12-01,S022,P0009,W02,108,108,415.03,1555.98,2024-12-11,2024-12-08,3
PO020544,2025-08-30,S011,P0057,W02,111,109,789.66,3362.02,2025-10-02,2025-09-29,1
PO020545,2025-01-14,S013,P0071,W04,80,76,847.13,2507.36,2025-01-30,2025-02-02,3
PO020546,2025-08-18,S013,P0004,W04,36,36,553.62,842.41,2025-09-03,2025-08-31,1
PO020547,2025-10-09,S015,P0051,W01,52,52,109.49,149.48,2025-10-26,2025-10-26,0
PO020548,2025-09-12,S004,P0054,W02,51,51,43.24,136.73,2025-10-01,2025-10-06,1
PO020549,2025-11-29,S022,P0007,W01,47,47,722.53,1797.88,2025-12-09,2025-12-06,2
PO020550,2025-05-25,S014,P0105,W01,26,25,681.91,858.38,2025-06-28,2025-06-25,0
PO020551,2025-02-14,S014,P0028,W01,205,203,462.33,2468.97,2025-03-20,2025-03-17,2
PO020552,2025-01-22,S022,P0017,W04,20,20,318.73,113.11,2025-02-01,2025-01-29,0
PO020553,2024-05-29,S012,P0017,W03,30,29,318.73,414.95,2024-06-26,2024-06-25,0
PO020554,2025-08-28,S012,P0060,W01,126,121,905.63,5158.2,2025-09-25,2025-09-22,0
PO020555,2025-05-21,S015,P0086,W01,202,198,176.87,1739.78,2025-06-07,2025-06-11,3
PO020556,2025-09-30,S024,P0031,W02,155,151,466.43,1559.52,2025-10-09,2025-10-23,1
PO020557,2025-05-27,S007,P0092,W02,33,32,923.46,470.0,2025-06-17,2025-06-14,0
PO020558,2024-12-17,S004,P0032,W04,136,134,470.25,3305.05,2025-01-05,2025-01-12,3
PO020559,2024-08-03,S003,P0023,W01,132,127,555.36,5098.51,2024-08-19,2024-08-16,1
PO020560,2025-12-21,S019,P0078,W03,161,157,96.99,474.16,2025-12-28,2025-12-25,0
PO020561,2025-06-20,S001,P0093,W02,67,67,479.7,1625.23,2025-07-18,2025-07-27,0
PO020562,2025-10-01,S018,P0090,W02,92,91,300.32,655.62,2025-10-17,2025-10-16,1
PO020563,2025-03-03,S023,P0067,W03,212,207,417.86,3087.5,2025-03-22,2025-03-24,2
PO020564,2025-01-08,S018,P0105,W03,176,173,681.91,2644.27,2025-01-24,2025-01-29,2
PO020565,2024-01-26,S005,P0102,W01,60,58,555.41,1029.37,2024-02-15,2024-02-19,0
PO020566,2024-02-20,S017,P0034,W03,165,160,546.57,4923.6,2024-03-24,2024-04-06,7
PO020567,2025-05-31,S012,P0076,W02,189,185,631.28,3052.62,2025-06-28,2025-06-25,2
PO020568,2024-06-13,S001,P0009,W01,157,155,415.03,3754.7,2024-07-11,2024-07-14,0
PO020569,2024-02-29,S005,P0010,W04,139,138,598.92,2865.59,2024-03-20,2024-03-17,0
PO020570,2025-07-21,S019,P0054,W02,169,164,43.24,472.56,2025-07-28,2025-08-04,4
PO020571,2025-03-29,S015,P0085,W02,120,119,152.39,711.74,2025-04-15,2025-04-12,2
PO020572,2024-03-22,S013,P0071,W04,54,51,847.13,2570.05,2024-04-07,2024-04-04,0
PO020573,2024-12-31,S020,P0020,W03,109,106,561.56,2734.92,2025-01-19,2025-01-19,1
PO020574,2024-12-09,S014,P0089,W01,127,125,193.04,957.62,2025-01-12,2025-01-16,1
PO020575,2024-01-03,S025,P0073,W01,168,160,496.76,1667.92,2024-01-29,2024-01-26,4
PO020576,2025-03-18,S002,P0091,W04,171,168,740.32,3791.27,2025-03-29,2025-03-26,6
PO020577,2024-10-16,S008,P0074,W01,33,31,305.61,557.38,2024-10-25,2024-10-22,0
PO020578,2025-10-04,S005,P0104,W02,-5,25,765.49,874.21,2025-10-24,2025-10-29,1
PO020579,2024-03-25,S011,P0044,W02,39,39,529.9,1420.73,2024-04-27,2024-04-24,0
PO020580,2025-09-11,S023,P0004,W02,58,55,553.62,1923.47,2025-09-30,2025-10-04,1
PO020581,2024-01-05,S011,P0072,W02,64,61,849.63,873.02,2024-02-07,2024-02-04,3
PO020582,2025-07-12,S008,P0118,W01,110,105,531.0,3036.06,2025-07-21,2025-07-21,0
PO020583,2025-07-26,S003,P0012,W01,158,157,620.16,1546.33,2025-08-11,2025-08-08,0
PO020584,2024-10-25,S010,P0117,W01,94,91,31.42,213.36,2024-11-20,,2
PO020585,2024-07-24,S006,P0093,W03,101,97,479.7,2168.43,2024-07-30,2024-07-27,1
PO020586,2024-04-13,S005,P0005,W04,201,195,174.52,1683.13,2024-05-03,2024-05-09,3
PO020587,2024-09-05,S004,P0066,W01,166,160,50.31,289.99,2024-09-24,2024-10-07,2
PO020588,2025-05-04,S016,P0038,W01,166,162,498.47,2853.28,2025-05-19,2025-05-18,0
PO020589,2025-06-13,S018,P0079,W01,166,161,711.48,6909.8,2025-06-29,2025-07-02,2
PO020590,2024-05-12,S019,P0092,W01,13,13,923.46,494.73,2024-05-19,2024-05-16,0
PO020591,2024-01-09,S002,P0045,W03,162,157,110.28,353.78,2024-01-20,2024-01-21,1
PO020592,2025-02-14,S024,P0058,W03,105,105,769.37,3870.27,2025-02-23,2025-02-21,0
PO020593,2025-02-28,S013,P0005,W02,140,137,174.52,469.48,2025-03-16,2025-03-17,3
PO020594,2025-12-17,S015,P0001,W02,168,165,437.34,4056.37,2026-01-03,2026-01-04,1
PO020595,2025-07-10,S022,P0092,W04,15,15,923.46,518.29,2025-07-20,2025-07-18,0
PO020596,2025-02-06,S007,P0043,W02,148,143,140.11,313.79,2025-02-27,2025-02-24,6
PO020597,2025-03-08,S013,P0106,W01,194,183,704.12,4923.72,2025-03-24,2025-03-21,7
PO020598,2025-04-16,S002,P0070,W02,120,116,713.19,6092.38,2025-04-27,2025-05-04,2
PO020599,2024-11-26,S013,P0048,W03,146,144,629.18,4731.8,2024-12-12,2024-12-12,1
PO020600,2025-05-10,S007,P0106,W01,23,23,704.12,820.9,2025-05-31,2025-05-28,0
PO020601,2024-05-22,S005,P0007,W02,167,165,722.53,7749.9,2024-06-11,2024-06-10,2
PO020602,2025-08-30,S016,P0100,W02,201,198,484.96,5064.02,2025-09-14,2025-09-11,5
PO020603,2025-09-21,S004,P0009,W01,81,78,415.03,1565.8,2025-10-10,2025-10-15,2
PO020604,2024-11-13,S025,P0114,W03,94,94,908.2,5839.3,2024-12-09,2024-12-10,3
PO020605,2024-11-29,S006,P0068,W02,116,112,942.82,1865.93,2024-12-05,2024-12-08,0
PO020606,2024-12-29,S002,P0057,W01,36,36,789.66,1740.78,2025-01-09,2025-01-11,2
PO020607,2025-08-20,S012,P0079,W02,24,24,711.48,1179.2,2025-09-17,2025-09-23,0
PO020608,2024-05-08,S010,P0096,W01,23,22,224.34,86.65,2024-06-03,2024-05-31,1
PO020609,2024-09-06,S017,P0035,W01,39,37,454.03,1213.08,2024-10-09,2024-10-09,3
PO020610,2025-03-25,S017,P0013,W01,173,164,87.55,258.92,2025-04-27,2025-05-03,11
PO020611,2025-05-21,S015,P0117,W01,140,138,31.42,123.19,2025-06-07,2025-06-04,0
PO020612,2024-08-04,S015,P0063,W02,136,133,249.12,2362.94,2024-08-21,2024-08-20,0
PO020613,2024-03-26,S020,P0035,W03,21,20,454.03,197.71,2024-04-14,2024-04-11,0
PO020614,2025-01-06,S017,P0110,W01,59,57,382.52,473.46,2025-02-08,2025-02-16,3
PO020615,2025-04-11,S004,P0005,W03,206,199,174.52,2239.45,2025-04-30,2025-05-08,4
PO020616,2025-07-14,S012,P0101,W01,119,116,662.0,5806.4,2025-08-11,2025-08-14,1
PO020617,2024-01-03,S018,P0003,W03,22,20,296.21,478.03,2024-01-19,2024-01-17,2
PO020618,2024-01-13,S007,P0079,W03,208,203,711.48,2474.23,2024-02-03,2024-02-02,3
PO020619,2024-10-09,S022,P0005,W01,126,124,174.52,1266.48,2024-10-19,2024-10-28,2
PO020620,2025-02-16,S013,P0018,W03,111,110,144.14,242.98,2025-03-04,2025-03-01,3
PO020621,2024-01-03,S009,P0040,W03,133,127,28.36,216.44,2024-01-31,2024-02-08,7
PO020622,2024-05-06,S010,P0022,W04,88,87,879.46,5365.18,2024-06-01,2024-05-30,0
PO020623,2024-11-02,S016,P0006,W01,152,146,814.93,3630.42,2024-11-17,2024-11-18,2
PO020624,2024-07-23,S018,P0082,W03,71,69,234.99,653.94,2024-08-08,2024-08-09,1
PO020625,2025-06-03,S007,P0092,W01,81,80,923.46,2023.84,2025-06-24,2025-06-21,3
PO020626,2024-01-26,S005,P0040,W02,44,42,28.36,32.76,2024-02-15,2024-02-12,0
PO020627,2025-10-11,S003,P0084,W01,47,45,790.91,2596.54,2025-10-27,2025-10-31,0
PO020628,2024-05-03,S013,P0040,W03,200,192,28.36,138.95,2024-05-19,2024-05-17,4
PO020629,2024-11-18,S024,P0026,W01,48,48,29.48,70.68,2024-11-27,2024-11-24,1
PO020630,2025-12-22,S024,P0102,W01,41,40,555.41,436.83,2025-12-31,2026-01-04,1
PO020631,2025-04-29,S014,P0064,W02,107,106,889.75,4050.29,2025-06-02,2025-06-04,4
PO020632,2025-12-30,S014,P0003,W01,16,16,296.21,299.05,2026-02-02,2026-02-03,0
PO020633,2024-01-15,S013,P0084,W01,93,89,790.91,1479.6,2024-01-31,2024-01-31,2
PO020634,2025-06-10,S006,P0048,W02,35,35,629.18,768.75,2025-06-16,2025-06-17,2
PO020635,2024-02-25,S011,P0009,W03,60,58,415.03,556.38,2024-03-29,2024-03-27,0
PO020636,2025-03-23,S024,P0029,W03,44,44,745.34,1592.41,2025-04-01,2025-04-01,1
PO020637,2024-08-26,S016,P0039,W01,191,186,421.45,5941.07,2024-09-10,2024-09-07,2
PO020638,2025-07-21,S007,P0004,W01,96,91,553.62,1641.93,2025-08-11,2025-08-08,2
PO020639,2024-03-31,S003,P0088,W02,5,5,831.84,91.29,2024-04-16,2024-04-19,0
PO020640,2025-10-17,S019,P0026,W03,200,195,29.48,156.55,2025-10-24,2025-11-04,5
PO020641,2024-12-17,S023,P0019,W03,219,214,105.41,420.36,2025-01-05,2025-01-06,3
PO020642,2025-01-14,S003,P0023,W01,33,33,555.36,509.07,2025-01-30,2025-01-27,0
PO020643,2025-02-21,S010,P0086,W01,26,24,176.87,184.96,2025-03-19,2025-03-16,1
PO020644,2024-01-26,S022,P0061,W01,36,34,282.04,245.68,2024-02-05,2024-02-02,0
PO020645,2024-08-14,S007,P0098,W04,63,62,646.35,627.81,2024-09-04,2024-09-06,2
PO020646,2025-06-02,S005,P0053,W02,99,95,224.86,1045.89,2025-06-22,2025-06-21,3
PO020647,2025-12-03,S010,P0082,W02,175,167,234.99,1336.19,2025-12-29,2025-12-26,0
PO020648,2025-12-20,S010,P0057,W02,199,189,789.66,10176.77,2026-01-15,2026-01-14,1
PO020649,2025-01-26,S013,P0072,W03,189,183,849.63,7423.03,2025-02-11,2025-02-13,4
PO020650,2024-07-07,S025,P0106,W03,204,200,704.12,6195.05,2024-08-02,2024-08-01,3
PO020651,2024-12-15,S025,P0074,W03,16,16,305.61,332.18,2025-01-10,2025-01-07,0
PO020652,2024-12-04,S015,P0060,W01,209,207,905.63,6166.74,2024-12-21,2024-12-26,2
PO020653,2024-10-17,S002,P0104,W04,145,141,765.49,5268.93,2024-10-28,2024-10-30,0
PO020654,2024-09-21,S007,P0077,W01,32,32,359.99,509.19,2024-10-12,2024-10-09,0
PO020655,2025-09-26,S005,P0112,W01,218,210,468.25,1975.94,2025-10-16,2025-10-14,1
PO020656,2024-10-12,S001,P0078,W01,156,153,96.99,543.06,2024-11-09,2024-11-06,4
PO020657,2024-01-22,S010,P0083,W01,166,161,123.64,1150.91,2024-02-17,2024-02-17,4
PO020658,2025-06-11,S001,P0063,W01,144,139,249.12,2629.67,2025-07-09,2025-07-21,3
PO020659,2025-05-01,S015,P0102,W01,173,168,555.41,4915.96,2025-05-18,2025-05-22,0
PO020660,2024-10-03,S007,P0037,W02,11,11,320.34,60.74,2024-10-24,2024-10-23,0
PO020661,2025-04-05,S019,P0066,W01,124,121,50.31,268.59,2025-04-12,2025-04-12,2
PO020662,2025-11-18,S014,P0109,W01,149,147,881.76,3498.07,2025-12-22,2025-12-25,3
PO020663,2025-11-06,S024,P0026,W02,190,185,29.48,229.54,2025-11-15,2025-11-18,0
PO020664,2025-07-31,S013,P0053,W01,154,153,224.86,2464.94,2025-08-16,2025-08-14,1
PO020665,2025-03-02,S004,P0004,W03,58,58,553.62,2223.39,2025-03-21,2025-03-18,0
PO020666,2024-01-21,S024,P0069,W04,146,139,847.96,4488.11,2024-01-30,2024-01-27,1
PO020667,2025-01-09,S008,P0042,W02,58,58,852.18,3426.14,2025-01-18,2025-01-15,1
PO020668,2025-08-21,S020,P0068,W01,51,49,942.82,870.91,2025-09-09,2025-09-07,0
PO020669,2025-09-09,S020,P0029,W02,137,132,745.34,6991.51,2025-09-28,2025-09-25,2
PO020670,2025-07-18,S024,P0100,W04,76,76,484.96,2103.25,2025-07-27,2025-07-28,2
PO020671,2025-12-22,S017,P0119,W01,76,72,605.2,3243.89,2026-01-24,2026-02-12,4
PO020672,2025-01-12,S013,P0065,W02,124,121,163.06,756.85,2025-01-28,2025-01-31,1
PO020673,2024-03-21,S010,P0074,W01,46,44,305.61,695.88,2024-04-16,2024-04-14,2
PO020674,2024-12-29,S012,P0055,W01,34,33,530.67,1192.17,2025-01-26,2025-02-03,1
PO020675,2024-08-20,S020,P0036,W04,98,98,259.49,1281.94,2024-09-08,2024-09-11,2
PO020676,2025-09-02,S015,P0056,W02,39,35,357.41,399.61,2025-09-19,2025-09-21,0
PO020677,2025-07-22,S002,P0060,W01,163,161,905.63,8273.15,2025-08-02,2025-07-30,3
PO020678,2024-11-06,S010,P0094,W01,155,153,143.55,583.3,2024-12-02,2024-12-02,2
PO020679,2024-10-10,S023,P0083,W01,207,205,123.64,716.62,2024-10-29,2024-11-01,6
PO020680,2024-04-26,S006,P0040,W02,40,38,28.36,26.91,2024-05-02,2024-05-11,1
PO020681,2024-02-01,S012,P0075,W01,165,163,735.24,2668.47,2024-02-29,2024-03-05,4
PO020682,2024-08-16,S021,P0113,W01,8,8,632.42,179.18,2024-09-14,2024-09-15,0
PO020683,2024-06-25,S008,P0051,W01,137,135,109.49,887.75,2024-07-04,2024-07-03,1
PO020684,2024-07-12,S018,P0102,W03,44,41,555.41,1430.88,2024-07-28,2024-07-30,1
PO020685,2025-12-30,S020,P0057,W02,160,157,789.66,6012.07,2026-01-18,2026-01-21,5
PO020686,2025-05-12,S009,P0017,W01,21,20,318.73,465.16,2025-06-09,2025-06-24,1
PO020687,2025-02-07,S023,P0022,W02,14,14,879.46,390.91,2025-02-26,2025-02-23,0
PO020688,2024-05-10,S012,P0039,W02,65,64,421.45,848.26,2024-06-07,2024-06-05,0
PO020689,2025-09-06,S008,P0070,W01,80,76,713.19,3436.22,2025-09-15,2025-09-17,2
PO020690,2025-04-16,S006,P0109,W02,168,166,881.76,8580.86,2025-04-22,2025-04-27,0
PO020691,2025-01-11,S007,P0048,W01,46,45,629.18,1007.01,2025-02-01,2025-02-09,2
PO020692,2024-12-06,S015,P0034,W02,174,167,546.57,6654.66,2024-12-23,2024-12-20,3
PO020693,2025-02-07,S006,P0079,W03,111,110,711.48,5046.33,2025-02-13,2025-02-10,2
PO020694,2025-09-05,S009,P0039,W04,20,19,421.45,260.87,2025-10-03,2025-10-10,0
PO020695,2025-06-10,S018,P0053,W04,209,204,224.86,1992.3,2025-06-26,2025-06-23,3
PO020696,2024-12-20,S022,P0027,W02,127,123,910.96,3551.44,2024-12-30,2025-01-08,0
PO020697,2025-05-03,S017,P0036,W01,187,183,259.49,1438.73,2025-06-05,2025-06-13,11
PO020698,2025-11-10,S014,P0007,W03,23,23,722.53,1158.35,2025-12-14,2025-12-20,0
PO020699,2024-08-26,S018,P0069,W01,102,101,847.96,4503.38,2024-09-11,2024-09-08,1
PO020700,2025-10-20,S011,P0058,W02,45,45,769.37,815.1,2025-11-22,2025-11-24,0
PO020701,2025-03-19,S007,P0021,W01,115,111,168.7,418.68,2025-04-09,2025-04-06,1
PO020702,2024-05-15,S019,P0091,W02,173,167,740.32,4879.89,2024-05-22,2024-05-19,2
PO020703,2025-12-07,S004,P0025,W01,187,183,564.64,3791.1,2025-12-26,2025-12-30,6
PO020704,2025-05-16,S023,P0080,W03,213,209,255.24,3916.11,2025-06-04,2025-06-01,7
PO020705,2024-10-09,S011,P0014,W04,61,59,399.69,1556.38,2024-11-11,2024-11-16,1
PO020706,2024-06-05,S021,P0004,W04,63,61,553.62,2584.71,2024-07-04,2024-07-02,0
PO020707,2025-10-31,S003,P0015,W02,169,168,47.2,565.82,2025-11-16,2025-11-22,0
PO020708,2025-08-24,S013,P0063,W01,172,166,249.12,2615.55,2025-09-09,2025-09-07,7
PO020709,2024-02-02,S011,P0022,W01,75,74,879.46,3335.34,2024-03-06,2024-03-10,1
PO020710,2025-04-09,S009,P0040,W02,78,77,28.36,85.09,2025-05-07,2025-05-19,5
PO020711,2024-03-24,S013,P0065,W03,46,44,163.06,480.14,2024-04-09,2024-04-07,0
PO020712,2024-08-03,S017,P0078,W01,173,166,96.99,460.54,2024-09-05,2024-09-13,14
PO020713,2025-02-19,S024,P0095,W02,28,28,21.13,37.13,2025-02-28,2025-02-28,0
PO020714,2024-07-01,S021,P0049,W01,127,124,692.83,3359.87,2024-07-30,2024-08-03,2
PO020715,2025-01-09,S006,P0013,W04,87,86,87.55,461.46,2025-01-15,2025-01-13,1
PO020716,2024-11-10,S025,P0118,W02,122,120,531.0,2812.34,2024-12-06,2024-12-08,1
PO020717,2025-03-01,S013,P0094,W01,203,198,143.55,1226.82,2025-03-17,2025-03-14,2
PO020718,2025-08-08,S012,P0100,W01,178,174,484.96,5980.06,2025-09-05,2025-09-02,1
PO020719,2024-04-23,S001,P0111,W04,199,198,291.49,1499.65,2024-05-21,2024-05-18,2
PO020720,2025-08-04,S017,P0085,W02,154,153,152.39,463.61,2025-09-06,2025-09-16,5
PO020721,2024-06-11,S023,P0120,W02,97,95,107.76,464.3,2024-06-30,2024-06-27,0
PO020722,2024-01-25,S008,P0062,W01,213,209,493.18,2349.76,2024-02-03,2024-02-02,2
PO020723,2024-11-22,S022,P0068,W01,125,121,942.82,4817.09,2024-12-02,2024-12-01,0
PO020724,2024-08-08,S003,P0071,W01,82,81,847.13,1094.23,2024-08-24,2024-08-22,1
PO020725,2024-05-14,S025,P0061,W01,189,184,282.04,2647.31,2024-06-09,2024-06-12,1
PO020726,2024-11-05,S007,P0054,W01,210,206,43.24,438.3,2024-11-26,2024-11-27,3
PO020727,2025-09-27,S013,P0040,W04,107,106,28.36,57.82,2025-10-13,2025-10-10,2
PO020728,2025-03-04,S001,P0096,W01,182,177,224.34,1766.18,2025-04-01,2025-04-01,2
PO020729,2025-06-16,S023,P0040,W02,110,106,28.36,108.84,2025-07-05,2025-07-11,1
PO020730,2024-04-19,S013,P0109,W02,111,106,881.76,6395.26,2024-05-05,2024-05-04,5
PO020731,2024-02-25,S025,P0090,W02,118,114,300.32,1408.79,2024-03-22,2024-03-19,1
PO020732,2024-09-02,S010,P0120,W01,112,112,107.76,359.26,2024-09-28,2024-09-25,1
PO020733,2025-07-20,S002,P0078,W02,196,193,96.99,469.12,2025-07-31,2025-07-28,3
PO020734,2025-10-09,S017,P0072,W02,198,195,849.63,10940.21,2025-11-11,2025-11-14,5
PO020735,2024-03-15,S005,P0041,W01,175,168,786.37,3521.49,2024-04-04,2024-04-01,2
PO020736,2024-12-14,S016,P0082,W04,131,126,234.99,2118.78,2024-12-29,2024-12-28,0
PO020737,2024-10-16,S001,P0070,W02,29,28,713.19,765.45,2024-11-13,2024-11-15,0
PO020738,2025-06-27,S005,P0048,W01,77,76,629.18,1809.74,2025-07-17,2025-07-22,2
PO020739,2024-05-30,S016,P0009,W01,35,32,415.03,810.33,2024-06-14,2024-06-12,0
PO020740,2024-12-20,S017,P0002,W04,13,12,198.63,41.81,2025-01-22,2025-02-02,1
PO020741,2025-09-13,S004,P0028,W03,140,135,462.33,2136.53,2025-10-02,2025-10-12,3
PO020742,2024-12-05,S005,P0085,W01,69,66,152.39,611.52,2024-12-25,2024-12-25,3
PO020743,2025-07-25,S022,P0111,W03,21,21,291.49,417.27,2025-08-04,2025-08-01,0
PO020744,2025-03-30,S001,P0113,W02,51,48,632.42,1639.24,2025-04-27,2025-05-06,2
PO020745,2025-03-12,S006,P0064,W01,19,19,889.75,335.11,2025-03-18,2025-03-15,0
PO020746,2024-07-08,S025,P0104,W01,32,31,765.49,1668.93,2024-08-03,2024-08-03,0
PO020747,2025-12-26,S014,P0001,W02,111,106,437.34,3294.35,2026-01-29,2026-01-26,1
PO020748,2024-07-01,S001,P0106,W03,149,146,704.12,6603.67,2024-07-29,2024-07-28,2
PO020749,2025-11-11,S023,P0116,W01,174,169,879.17,6060.26,2025-11-30,2025-12-02,2
PO020750,2025-12-24,S009,P0049,W01,90,89,692.83,2817.14,2026-01-21,2026-01-29,6
